1.0000,0.8765,0.6924,0.6336,0.6514,0.6993,0.6792
0.8765,1.0000,0.8239,0.7156,0.6988,0.7125,0.6714
0.6924,0.8239,1.0000,0.8423,0.6865,0.6159,0.5842
0.6336,0.7156,0.8423,1.0000,0.7948,0.6490,0.5926
0.6514,0.6988,0.6865,0.7948,1.0000,0.7939,0.6757
0.6993,0.7125,0.6159,0.6490,0.7939,1.0000,0.9059
0.6792,0.6714,0.5842,0.5926,0.6757,0.9059,1.0000
