1.0000,0.7166,0.5988,0.5729,0.5895,0.5997,0.6290
0.7166,1.0000,0.8821,0.8145,0.8180,0.7685,0.6259
0.5988,0.8821,1.0000,0.9280,0.8528,0.7544,0.5935
0.5729,0.8145,0.9280,1.0000,0.9298,0.8047,0.6432
0.5895,0.8180,0.8528,0.9298,1.0000,0.9040,0.7221
0.5997,0.7685,0.7544,0.8047,0.9040,1.0000,0.8382
0.6290,0.6259,0.5935,0.6432,0.7221,0.8382,1.0000
