1.0000,0.7238,0.5270,0.4271,0.3085,0.2263,0.2231
0.7238,1.0000,0.7769,0.5665,0.3800,0.2320,0.2303
0.5270,0.7769,1.0000,0.8464,0.6377,0.4168,0.3727
0.4271,0.5665,0.8464,1.0000,0.8675,0.6335,0.5438
0.3085,0.3800,0.6377,0.8675,1.0000,0.8350,0.7174
0.2263,0.2320,0.4168,0.6335,0.8350,1.0000,0.8928
0.2231,0.2303,0.3727,0.5438,0.7174,0.8928,1.0000
