1.0000,0.8214,0.6177,0.5242,0.4968,0.5474,0.6192
0.8214,1.0000,0.8604,0.7172,0.5186,0.5096,0.5474
0.6177,0.8604,1.0000,0.8667,0.5819,0.4964,0.4822
0.5242,0.7172,0.8667,1.0000,0.8045,0.6359,0.5416
0.4968,0.5186,0.5819,0.8045,1.0000,0.8378,0.7095
0.5474,0.5096,0.4964,0.6359,0.8378,1.0000,0.8832
0.6192,0.5474,0.4822,0.5416,0.7095,0.8832,1.0000
